Year,Month,CPC,HS Code,HS Description,Destination,Quantity,Unit,Gross Wt. (Kg),Net.Wt. (Kg),FOB Value (ETB),FOB Value (USD),Total tax (ETB),Total tax (USD)
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Pakistan,,,"2,910,052.80","2,904,000.00","33,155,546.91","1,645,959.36",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of",,,"452,428.50","446,700.00","32,987,230.52","1,637,603.53",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United States,,,"351,250.00","346,800.00","32,887,027.31","1,632,629.09",0.00,0.00
2014,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Saudi Arabia,,,"548,100.00","540,000.00","32,391,540.99","1,608,031.38",0.00,0.00
2014,01,1000 100,07135000,"Dried broad beans and horse beans, shelled",Sudan,,,"3,293,367.20","3,279,200.00","32,144,587.99","1,595,771.76",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Belgium,,,"432,726.00","427,200.00","30,707,098.93","1,524,409.68",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",India,,,"1,877,833.00","1,873,760.00","29,039,943.50","1,441,646.16",0.00,0.00
2014,01,1071 100,07019000,"Other potatoes, fresh or chilled",Somalia,,,"4,698,170.00","4,652,994.00","25,977,546.43","1,289,617.87",0.00,0.00
2014,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Germany,"20,059,804",UN,"78,116.00","58,596.00","25,818,649.24","1,281,729.64",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",South Africa,,,"1,088,229.60","1,086,000.00","23,907,691.08","1,186,862.88",0.00,0.00
2014,01,1000 100,12074090,--OTHER,Israel,,,"514,026.00","513,000.00","23,786,464.80","1,180,844.77",0.00,0.00
2014,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United Kingdom,,,"294,000.00","294,000.00","22,492,055.86","1,116,585.71",0.00,0.00
2014,01,1000 100,71031000,"Precious (excl. diamonds) or semi-precious stones, unworked",India,,,344.90,278.80,"22,359,099.68","1,109,985.29",0.00,0.00
2014,01,1000 100,07132000,"Dried chickpeas, shelled",Sudan,,,"1,671,638.50","1,665,300.00","21,839,633.15","1,084,197.12",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Yemen,,,"1,310,515.80","1,307,900.00","20,976,834.86","1,041,364.74",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,Lebanon,,,"437,877.80","437,000.00","20,955,893.07","1,040,325.12",0.00,0.00
2014,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Netherlands,"49,262,643",UN,"70,867.60","62,884.10","20,401,373.05","1,012,796.77",0.00,0.00
2014,01,1000 100,12010000,Soya beans,Viet Nam,,,"1,601,188.00","1,598,000.00","17,503,288.41","868,925.54",0.00,0.00
2014,01,1071 100,12074090,--OTHER,China,,,"380,760.00","380,000.00","17,243,516.27","856,029.52",0.00,0.00
2014,01,3052 505,64032000,"SANDLES, WITH LEATHER SOLES AND STRAPS (OVER INSTEP, AROUND BIG TOE)",United States,"79,281",2UN,"61,718.00","36,694.00","16,978,861.86","842,891.13",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Australia,,,"212,049.50","209,400.00","16,471,362.46","817,697.06",0.00,0.00
2014,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Japan,,,"291,475.00","288,000.00","16,423,501.28","815,321.06",0.00,0.00
2014,01,1000 100,09101000,Ginger,Sudan,,,"509,236.00","506,800.00","16,419,501.72","815,122.51",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",United Kingdom,,,"682,040.00","680,000.00","15,215,541.21","755,353.62",0.00,0.00
2014,01,1000 100,12074090,--OTHER,Japan,,,"304,633.80","304,000.00","15,041,602.69","746,718.69",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Japan,,,"223,668.00","220,800.00","14,592,717.50","724,434.44",0.00,0.00
2014,01,1071 100,01029010,---OX,Egypt,"1,255",UN,"410,360.00","410,360.00","13,841,319.33","687,132.36",0.00,0.00
2014,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Thailand,,,"11,210.00","10,769.50","13,768,155.85","683,500.26",0.00,0.00
2014,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United States,,,"230,898.00","228,000.00","13,766,712.41","683,428.60",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Italy,,,"189,316.00","187,200.00","13,149,684.42","652,797.14",0.00,0.00
2014,01,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",Indonesia,,,"601,440.00","600,000.00","13,116,499.43","651,149.72",0.00,0.00
2014,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,United States,"7,945,663",UN,"35,634.00","26,723.50","12,750,106.49","632,960.67",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Portugal,,,"934,104.00","932,000.00","12,640,487.27","627,518.78",0.00,0.00
2014,01,3052 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,"31,704.00","31,129.60","12,587,647.89","624,895.64",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",France,,,"192,017.00","189,600.00","12,491,564.25","620,125.71",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,Egypt,,,"250,500.00","250,000.00","12,450,628.50","618,093.51",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,Kuwait,,,"266,532.00","266,000.00","12,227,259.05","607,004.66",0.00,0.00
2014,01,1000 100,12074090,--OTHER,Egypt,,,"247,494.00","247,000.00","12,158,183.50","603,575.50",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,India,,,"304,584.00","303,976.00","12,148,816.73","603,110.50",0.00,0.00
2014,01,1000 100,07099000,"Other vegetables, fresh or chilled, nes",United Kingdom,,,"39,852.23","28,594.85","12,131,537.99","602,252.72",0.00,0.00
2014,01,1071 100,06031900,--Other cut flowers,Netherlands,,,"179,840.00","158,241.22","11,910,213.05","591,265.37",0.00,0.00
2014,01,1000 101,52051100,"Uncombed single cotton yarn, with >=85% cotton, nprs, <=14mn",China,,,"260,965.30","252,997.80","11,692,980.36","580,481.16",0.00,0.00
2014,01,1000 505,52053200,"UNCOMBED CABLED COTTON YARN,>=85%COTTON,NPRS,>14MN BUT<=43MN P.SINGLE YARN",Turkey,,,"226,556.87","220,562.27","11,462,267.33","569,027.75",0.00,0.00
2014,01,1000 100,09041100,Dried pepper (excl. crushed or ground),Sudan,,,"230,304.80","229,900.00","11,084,149.51","550,256.63",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Jordan,,,"165,420.00","162,000.00","11,023,120.77","547,226.95",0.00,0.00
2014,01,1000 100,01041000,LIVE SHEEP,Saudi Arabia,"7,308",UN,"209,824.00","209,824.00","10,712,437.11","531,803.51",0.00,0.00
2014,01,1000 505,52051200,"UNCOMBED SINGLE COTTON YARN, WITH >=85% COTTON, NPRS, >14MN BUT <=43MN",Turkey,,,"263,552.36","256,761.73","9,995,106.56","496,192.66",0.00,0.00
2014,01,1000 100,12074090,--OTHER,Saudi Arabia,,,"190,380.00","190,000.00","9,169,067.50","455,185.15",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,Japan,,,"190,380.00","190,000.00","9,079,364.32","450,731.96",0.00,0.00
2014,01,1000 100,07129090,---Other vegetables,United Kingdom,,,"24,243.60","18,047.20","8,964,006.27","445,005.18",0.00,0.00
2014,01,1000 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Italy,,,"22,025.00","21,509.00","8,921,426.10","442,891.35",0.00,0.00
2014,01,1000 100,64032000,"SANDLES, WITH LEATHER SOLES AND STRAPS (OVER INSTEP, AROUND BIG TOE)",United States,"39,090",2UN,"39,119.00","20,475.00","8,912,934.41","442,469.79",0.00,0.00
2014,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Belgium,,,"145,920.00","144,000.00","8,905,474.32","442,099.44",0.00,0.00
2014,01,1000 101,63041900,Bedspreads (excl. knitted or crocheted),Italy,"185,510",M2,"90,230.00","87,856.00","8,832,904.72","438,496.83",0.00,0.00
2014,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Italy,,,"13,167.43","12,651.22","8,695,277.63","431,664.53",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,Viet Nam,,,"190,380.00","190,000.00","8,664,786.14","430,150.82",0.00,0.00
2014,01,1000 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Italy,,,"27,775.00","26,861.00","8,588,412.98","426,359.39",0.00,0.00
2014,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Belgium,"7,570,207",UN,"27,869.00","25,311.00","8,578,096.25","425,847.23",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",South Africa,,,"116,672.00","115,200.00","8,549,611.89","424,433.16",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Italy,,,"449,918.00","449,000.00","8,546,586.96","424,283.00",0.00,0.00
2014,01,1071 100,06031100,--Roses,Saudi Arabia,,,"135,489.99","119,222.95","8,443,257.14","419,153.34",0.00,0.00
2014,01,1000 100,52052200,"Combed single cotton yarn, with >=85% cotton, nprs, >14mn but <=43mn",Turkey,,,"142,375.52","139,043.16","8,428,411.34","418,416.34",0.00,0.00
2014,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Canada,,,"72,960.00","72,000.00","8,264,625.64","410,285.43",0.00,0.00
2014,01,1071 100,01029010,---OX,Saudi Arabia,587,UN,"237,735.00","237,735.00","8,245,477.11","409,334.83",0.00,0.00
2014,01,1071 100,01041000,LIVE SHEEP,Djibouti,"5,965",UN,"191,975.00","191,975.00","7,896,453.47","392,008.06",0.00,0.00
2014,01,1071 100,01041000,LIVE SHEEP,Bahrain,"5,365",UN,"150,220.00","150,220.00","7,850,258.99","389,714.80",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Netherlands,,,"353,706.00","353,000.00","7,791,392.03","386,792.43",0.00,0.00
2014,01,1071 100,06031100,--Roses,Norway,,,"120,385.00","105,947.60","7,681,989.58","381,361.30",0.00,0.00
2014,01,1000 100,06021000,UNROOTED CUTTINGS AND SLIPS,Netherlands,"9,713,622",UN,"41,608.00","36,774.00","7,526,054.00","373,620.11",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,United States,,,"114,728.00","114,000.00","7,497,797.60","372,217.36",0.00,0.00
2014,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,India,,,"9,081.50","8,571.00","7,322,690.10","363,524.40",0.00,0.00
2014,01,1071 100,07135000,"Dried broad beans and horse beans, shelled",Sudan,,,"726,160.00","724,000.00","7,210,670.12","357,963.33",0.00,0.00
2014,01,3052 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Hong Kong,,,"11,159.00","10,845.00","7,203,315.58","357,598.22",0.00,0.00
2014,01,1000 100,01041000,LIVE SHEEP,Djibouti,"5,445",UN,"136,531.00","136,531.00","7,110,817.86","353,006.31",0.00,0.00
2014,01,1071 100,07082000,"Beans, fresh or chilled",Netherlands,,,"422,625.00","338,100.00","7,105,977.35","352,766.01",0.00,0.00
2014,01,3052 505,64051000,"FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",United States,"23,478",2UN,"33,491.00","25,970.00","7,031,900.37","349,088.56",0.00,0.00
2014,01,3052 505,42032900,"PROTECTIVE GLOVES, MITTENS AND MITTS FOR TRADES, NES, OF LEATHER",United States,"107,136",2UN,"20,088.00","19,344.00","6,907,879.43","342,931.72",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,Italy,,,"152,304.00","152,000.00","6,879,975.62","341,546.48",0.00,0.00
2014,01,3052 505,64039900,"FOOTWEAR WITH RUBBER... SOLES, LEATHER UPPERS, NOT COVERING THE ANKLE",United States,"39,540",2UN,"31,887.00","20,421.00","6,711,352.03","333,175.40",0.00,0.00
2014,01,1000 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,China,,,"18,948.00","18,283.00","6,651,166.35","330,187.57",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United Arab Emirates,,,"128,016.00","126,000.00","6,566,982.66","326,008.39",0.00,0.00
2014,01,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",Tunisia,,,"63,588.00","63,000.00","6,414,439.04","318,435.58",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Finland,,,"97,200.00","96,000.00","6,411,417.86","318,285.60",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Saudi Arabia,,,"360,720.00","360,000.00","6,282,273.60","311,874.42",0.00,0.00
2014,01,1000 100,01061300,--CAMELS & OTHER CAMELIDS (CAMELIDAE),Saudi Arabia,537,UN,"191,850.00","191,850.00","6,281,451.46","311,833.61",0.00,0.00
2014,01,1000 100,52053200,"UNCOMBED CABLED COTTON YARN,>=85%COTTON,NPRS,>14MN BUT<=43MN P.SINGLE YARN",China,,,"109,538.20","106,661.70","6,273,254.06","311,426.66",0.00,0.00
2014,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Hong Kong,,,"14,202.40","13,740.74","6,262,119.05","310,873.88",0.00,0.00
2014,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Canada,"3,943,100",UN,"17,210.00","12,909.00","6,255,790.97","310,559.73",0.00,0.00
2014,01,1000 100,12010000,Soya beans,Malaysia,,,"551,100.00","550,000.00","5,987,717.45","297,251.61",0.00,0.00
2014,01,1000 100,01022910,---OX,Egypt,500,UN,"162,500.00","162,500.00","5,965,852.75","296,166.16",0.00,0.00
2014,01,1000 100,23064900,"OIL-CAKE AND OTHER SOLID RESIDUES OF RAPE OR COLZA SEEDS ,NES",China,,,"1,019,034.00","1,017,000.00","5,684,019.91","282,174.98",0.00,0.00
2014,01,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),Saudi Arabia,,,"52,342.00","52,026.60","5,508,347.84","273,453.99",0.00,0.00
2014,01,1071 100,07099900,--OTHER,Djibouti,,,"37,103.00","35,335.24","5,459,272.46","271,017.72",0.00,0.00
2014,01,1071 100,12011000,-SEED,Malaysia,,,"501,000.00","500,000.00","5,429,053.11","269,517.52",0.00,0.00
2014,01,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",China,,,"94,330.60","94,000.00","5,379,774.90","267,071.17",0.00,0.00
2014,01,1000 100,07011000,Seed potatoes,Djibouti,,,"1,293,650.00","1,267,815.00","5,377,003.78","266,933.61",0.00,0.00
2014,01,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",Turkey,,,"691,698.00","689,958.00","5,352,369.06","265,710.65",0.00,0.00
2014,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,France,"3,342,400",UN,"17,880.00","13,410.00","5,242,793.49","260,270.93",0.00,0.00
2014,01,1000 100,12079990,--OTHER,United States,,,"351,702.00","351,000.00","5,217,102.87","258,995.56",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,"Taiwan, Province of China",,,"114,228.00","114,000.00","5,195,007.24","257,898.65",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Canada,,,"75,376.00","74,400.00","5,109,047.71","253,631.31",0.00,0.00
2014,01,1000 100,09024000,"BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG",Pakistan,,,"183,392.00","181,050.00","5,097,759.59","253,070.93",0.00,0.00
2014,01,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",Viet Nam,,,"240,480.00","240,000.00","5,082,818.40","252,329.20",0.00,0.00
2014,01,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",Germany,,,"47,094.00","47,000.00","4,975,391.00","246,996.12",0.00,0.00
2014,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of",,,"91,125.00","90,000.00","4,906,378.84","243,570.11",0.00,0.00
2014,01,1000 100,71031000,"Precious (excl. diamonds) or semi-precious stones, unworked",United States,,,78.51,67.02,"4,897,330.12","243,120.90",0.00,0.00
2014,01,1000 100,64051000,"FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",Kenya,"46,568",2UN,"33,470.00","33,070.00","4,851,334.48","240,837.51",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,Netherlands,,,"76,402.00","76,000.00","4,738,574.07","235,239.68",0.00,0.00
2014,01,1071 100,07132000,"Dried chickpeas, shelled",Sudan,,,"355,962.00","355,000.00","4,724,718.25","234,551.83",0.00,0.00
2014,01,1000 100,25232900,Portland cement (excl. white),Somalia,,,"2,572,800.00","2,560,000.00","4,626,391.95","229,670.56",0.00,0.00
2014,01,1000 100,07031000,"Onions and shallots, fresh or chilled",Djibouti,,,"1,321,475.00","1,302,519.00","4,611,321.44","228,922.41",0.00,0.00
2014,01,1071 100,01061300,--CAMELS & OTHER CAMELIDS (CAMELIDAE),Saudi Arabia,374,UN,"106,590.00","106,590.00","4,506,807.08","223,733.94",0.00,0.00
2014,01,1000 100,19059020,---Fresh Injera,United Arab Emirates,,,"160,949.00","153,068.00","4,472,761.74","222,043.81",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled","Taiwan, Province of China",,,"312,968.00","312,000.00","4,381,469.63","217,511.75",0.00,0.00
2014,01,1071 100,07020000,Tomatoes fresh or chilled,Somalia,,,"644,120.00","529,518.00","4,323,212.25","214,619.64",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,United Arab Emirates,,,"95,190.00","95,000.00","4,305,153.00","213,723.12",0.00,0.00
2014,01,1000 100,25232100,White portland cement,Kenya,,,"2,200,110.00","2,200,000.00","4,281,601.97","212,553.96",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",United Arab Emirates,,,"209,725.80","208,000.00","4,271,761.56","212,065.45",0.00,0.00
2014,01,3052 505,61091000,"T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED",Germany,"163,960",UN,"22,310.75","18,978.25","4,248,047.39","210,888.19",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,Yemen,,,"100,000.00","99,800.00","4,246,726.00","210,822.59",0.00,0.00
2014,01,1000 100,12074000,Sesamum seeds,"Korea, Republic of",,,"90,225.00","90,000.00","4,078,566.00","202,474.53",0.00,0.00
2014,01,1000 100,06031900,--Other cut flowers,Netherlands,,,"56,192.00","49,288.56","4,026,472.58","199,888.43",0.00,0.00
2014,01,1071 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Bulgaria,,,"192,384.00","192,000.00","4,011,997.87","199,169.85",0.00,0.00
2014,01,1000 100,82071300,"Rock drilling or earth boring tools, with working part of cermets",United States,7,UN,"1,500.00","1,500.00","3,972,453.61","197,206.74",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Kenya,,,"360,200.00","360,000.00","3,850,420.68","191,148.59",0.00,0.00
2014,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Finland,,,"57,600.00","57,600.00","3,844,581.46","190,858.71",0.00,0.00
2014,01,1000 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,China,,,"3,640.00","3,490.00","3,731,710.64","185,255.40",0.00,0.00
2014,01,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),United Arab Emirates,,,"39,029.00","38,890.00","3,581,193.76","177,783.20",0.00,0.00
2014,01,1000 100,33059000,"Preparations for use on the hair, nes",Sudan,"350,040",LTR,"88,750.00","69,680.00","3,573,377.73","177,395.19",0.00,0.00
2014,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",New Zealand,,,"37,680.00","37,200.00","3,553,260.35","176,396.49",0.00,0.00
2014,01,1000 100,12074090,--OTHER,Jordan,,,"76,152.00","76,000.00","3,509,757.06","174,236.83",0.00,0.00
2014,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Viet Nam,,,"240,480.00","240,000.00","3,494,260.80","173,467.54",0.00,0.00
2014,01,1000 100,19059020,---Fresh Injera,United States,,,"101,125.00","90,125.16","3,475,746.11","172,548.41",0.00,0.00
2014,01,1000 100,12074090,--OTHER,"Taiwan, Province of China",,,"76,152.00","76,000.00","3,469,575.14","172,242.06",0.00,0.00
2014,01,1071 100,01029010,---OX,Djibouti,300,UN,"108,000.00","108,000.00","3,466,243.98","172,076.69",0.00,0.00
2014,01,1000 100,12074090,--OTHER,Algeria,,,"76,000.00","75,832.80","3,392,275.65","168,404.64",0.00,0.00
2014,01,1000 101,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",United Arab Emirates,,,"32,256.00","32,000.00","3,366,495.52","167,124.82",0.00,0.00
2014,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,United Kingdom,,,"4,310.00","4,168.00","3,365,027.61","167,051.95",0.00,0.00
2014,01,1000 100,12079900,"Other oil seeds and oleaginous fruits, nes",Yemen,,,"74,028.00","73,940.00","3,339,248.38","165,772.17",0.00,0.00
2014,01,1071 100,01041000,LIVE SHEEP,Saudi Arabia,"2,365",UN,"66,220.00","66,220.00","3,329,286.18","165,277.62",0.00,0.00
2014,01,1071 100,06031100,--Roses,United Arab Emirates,,,"52,951.00","46,596.96","3,306,325.92","164,137.79",0.00,0.00
2014,01,1000 100,07020000,Tomatoes fresh or chilled,Djibouti,,,"885,035.00","740,194.00","3,298,081.15","163,728.49",0.00,0.00
2014,01,1000 100,01061300,--CAMELS & OTHER CAMELIDS (CAMELIDAE),Sudan,210,UN,"73,500.00","73,500.00","3,242,954.40","160,991.80",0.00,0.00
