Year,Month,CPC,HS Code,HS Description,Destination,Quantity,Unit,Gross Wt. (Kg),Net.Wt. (Kg),FOB Value (ETB),FOB Value (USD),Total tax (ETB),Total tax (USD)
2015,01,1071 100,01061300,--CAMELS & OTHER CAMELIDS (CAMELIDAE),Egypt,"1,749",UN,"706,239.00","706,239.00","27,447,209.19","1,320,720.30",0.00,0.00
2015,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United Kingdom,,,"271,280.00","271,280.00","26,384,390.69","1,269,579.00",0.00,0.00
2015,01,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",Indonesia,,,"913,452.00","910,000.00","23,592,218.46","1,135,223.68",0.00,0.00
2015,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Germany,"19,539,157",UN,"83,843.00","55,889.60","22,829,918.68","1,098,542.91",0.00,0.00
2015,01,1000 100,12074090,--OTHER,Jordan,,,"661,331.40","660,000.00","22,494,275.84","1,082,392.25",0.00,0.00
2015,01,1000 100,12074090,--OTHER,Turkey,,,"590,178.00","589,000.00","21,616,633.82","1,040,161.38",0.00,0.00
2015,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Netherlands,"49,112,442",UN,"60,428.00","52,049.00","21,359,727.68","1,027,799.43",0.00,0.00
2015,01,1071 100,07019000,"Other potatoes, fresh or chilled",Somalia,,,"3,598,578.00","3,566,749.00","21,073,552.37","1,014,029.08",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Belgium,,,"214,016.00","211,200.00","21,018,142.09","1,011,362.82",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Yemen,,,"1,312,624.90","1,309,950.00","20,833,162.68","1,002,461.87",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",El Salvador,,,"1,202,400.00","1,200,000.00","20,696,003.47","995,861.97",0.00,0.00
2015,01,1071 100,06031900,--Other cut flowers,Netherlands,,,"236,666.30","208,236.58","19,933,656.02","959,178.91",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Russian Federation,,,"1,025,733.60","1,023,628.00","18,775,417.03","903,446.11",0.00,0.00
2015,01,1000 100,12074090,--OTHER,Yemen,,,"566,800.00","565,668.00","18,118,283.14","871,825.77",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Kenya,,,"2,008,742.00","2,008,050.00","17,404,228.70","837,466.50",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Australia,,,"175,024.00","172,800.00","16,597,294.20","798,637.97",0.00,0.00
2015,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,United States,"9,668,150",UN,"50,895.00","30,546.00","16,428,870.43","790,533.66",0.00,0.00
2015,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United States,,,"194,560.00","192,000.00","15,966,348.62","768,277.77",0.00,0.00
2015,01,1000 120,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Hong Kong,,,"36,765.00","35,894.00","15,718,428.55","756,348.21",0.00,0.00
2015,01,3052 505,61072100,"MEN'S OR BOYS' PYJAMAS OF COTTON, KNITTED OR CROCHETED",Germany,"126,656",UN,"62,172.00","58,542.00","15,636,598.92","752,410.69",0.00,0.00
2015,01,3052 505,64059000,-Other,United States,"76,035",2UN,"60,018.00","39,191.00","15,467,278.99","744,263.26",0.00,0.00
2015,01,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",India,,,"619,236.00","618,000.00","15,036,788.44","723,548.67",0.00,0.00
2015,01,3052 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,China,,,"16,750.50","16,469.60","14,766,426.69","710,539.25",0.00,0.00
2015,01,1000 100,58022000,"Terry towelling and similar woven terry fabrics, of other textiles",Netherlands,"708,859",M,"115,823.00","101,526.00","14,657,350.40","705,290.66",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Belgium,,,"921,988.80","920,000.00","14,183,005.23","682,465.85",0.00,0.00
2015,01,1071 100,01041000,LIVE SHEEP,Saudi Arabia,"9,400",UN,"263,000.00","263,000.00","14,134,176.64","680,116.29",0.00,0.00
2015,01,1000 100,09109900,"Other spices, nes",Sudan,,,"239,815.00","239,170.00","13,797,173.63","663,900.18",0.00,0.00
2015,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,China,,,"19,002.60","18,468.40","13,289,974.41","639,494.49",0.00,0.00
2015,01,1000 100,09041100,Dried pepper (excl. crushed or ground),Sudan,,,"256,314.00","254,220.00","12,972,595.69","624,222.68",0.00,0.00
2015,01,1000 100,71031000,-Unworked or simply sawn or roughly shaped,India,,,367.08,333.84,"12,222,092.35","588,109.53",0.00,0.00
2015,01,1071 100,06031100,--Roses,Saudi Arabia,,,"174,802.15","153,820.34","12,140,802.54","584,197.99",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",South Africa,,,"719,445.60","718,000.00","12,115,598.13","582,985.19",0.00,0.00
2015,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Japan,,,"155,520.00","153,600.00","11,431,330.14","550,059.19",0.00,0.00
2015,01,1000 100,12019000,-OTHER,Indonesia,,,"1,092,180.00","1,090,000.00","11,024,019.66","530,460.00",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Finland,,,"97,200.00","96,000.00","10,756,032.57","517,564.84",0.00,0.00
2015,01,1071 100,01022910,---OX,Djibouti,875,UN,"280,000.00","280,000.00","10,665,036.84","513,186.26",0.00,0.00
2015,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Hong Kong,,,"16,056.85","15,493.26","10,647,784.95","512,356.12",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of",,,"115,495.00","114,000.00","10,624,063.58","511,214.68",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Sudan,,,"155,447.50","153,960.00","10,084,269.37","485,240.56",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",France,,,"114,242.00","112,800.00","10,080,239.01","485,046.63",0.00,0.00
2015,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Thailand,,,"7,915.00","7,613.50","10,038,392.01","483,033.01",0.00,0.00
2015,01,1071 100,12074090,--OTHER,Israel,,,"285,700.00","285,000.00","9,968,756.21","479,682.24",0.00,0.00
2015,01,1071 100,06031100,--Roses,Norway,,,"142,957.00","125,802.16","9,832,813.86","473,140.88",0.00,0.00
2015,01,1000 100,12074090,--OTHER,Greece,,,"285,695.00","285,000.00","9,803,228.86","471,717.30",0.00,0.00
2015,01,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",China,,,"178,323.69","176,000.00","9,477,900.54","456,062.97",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Turkey,,,"596,286.00","595,000.00","9,202,960.69","442,833.25",0.00,0.00
2015,01,1000 100,71031000,-Unworked or simply sawn or roughly shaped,United States,,,743.73,704.33,"9,119,720.72","438,827.87",0.00,0.00
2015,01,1000 100,25232100,"--White cement,whether or not artificially coloured",Kenya,,,"4,800,240.00","4,800,000.00","9,103,792.60","438,061.43",0.00,0.00
2015,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Belgium,"10,210,800",UN,"22,861.00","20,765.00","8,887,228.18","427,640.66",0.00,0.00
2015,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Canada,"5,353,700",UN,"27,512.00","16,476.00","8,879,985.98","427,292.17",0.00,0.00
2015,01,1071 100,12019000,-OTHER,Viet Nam,,,"881,760.00","880,000.00","8,746,959.67","420,891.14",0.00,0.00
2015,01,1000 100,12019000,-OTHER,India,,,"881,760.00","880,000.00","8,728,504.51","420,003.10",0.00,0.00
2015,01,1000 100,12011000,-SEED,Viet Nam,,,"837,672.00","836,000.00","8,516,569.61","409,805.10",0.00,0.00
2015,01,1000 100,06021000,UNROOTED CUTTINGS AND SLIPS,Netherlands,"9,966,364",UN,"45,415.00","40,367.00","8,153,123.63","392,316.60",0.00,0.00
2015,01,1000 101,63041900,Bedspreads (excl. knitted or crocheted),Italy,"208,130",M2,"86,446.00","84,173.50","7,895,010.61","379,896.57",0.00,0.00
2015,01,1000 100,12072900,-OTHER,Turkey,,,"190,380.00","190,000.00","7,522,409.70","361,967.55",0.00,0.00
2015,01,1000 100,62072100,MEN'S OR BOYS' NIGHTSHIRTS AND PYJAMAS OF COTTON,Germany,"29,682",UN,"25,036.00","22,997.00","7,405,929.27","356,362.68",0.00,0.00
2015,01,3052 505,61091000,"T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED",Germany,"93,150",UN,"37,225.00","35,012.00","7,332,174.40","352,813.70",0.00,0.00
2015,01,3052 505,42032900,"PROTECTIVE GLOVES, MITTENS AND MITTS FOR TRADES, NES, OF LEATHER",United States,"107,136",2UN,"20,312.00","19,568.00","7,300,181.18","351,274.24",0.00,0.00
2015,01,1000 100,12074090,--OTHER,"Korea, Republic of",,,"180,540.00","180,000.00","7,137,971.10","343,468.92",0.00,0.00
2015,01,1000 100,12074090,--OTHER,Hong Kong,,,"190,380.00","190,000.00","6,982,339.26","335,980.14",0.00,0.00
2015,01,1000 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Italy,,,"19,010.00","18,414.00","6,980,538.30","335,893.48",0.00,0.00
2015,01,1000 100,07132000,"Dried chickpeas, shelled",Pakistan,,,"745,488.00","744,000.00","6,918,747.00","332,920.17",0.00,0.00
2015,01,1000 100,12074090,--OTHER,United States,,,"208,538.40","208,000.00","6,898,031.79","331,923.39",0.00,0.00
2015,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,France,"4,642,100",UN,"27,087.00","18,058.00","6,650,097.45","319,993.14",0.00,0.00
2015,01,1000 100,07135000,"Dried broad beans and horse beans, shelled",Sudan,,,"672,840.00","670,300.00","6,518,870.65","313,678.70",0.00,0.00
2015,01,3052 505,61109000,"JERSEYS, PULLOVERS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED",Germany,"28,826",UN,"31,371.00","29,711.00","6,425,032.03","309,163.32",0.00,0.00
2015,01,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,China,,,"18,353.99","17,898.14","6,297,851.90","303,043.59",0.00,0.00
2015,01,1000 100,12074090,--OTHER,Singapore,,,"190,380.00","190,000.00","6,240,132.28","300,266.21",0.00,0.00
2015,01,1000 100,12074090,--OTHER,Saudi Arabia,,,"190,469.30","190,050.00","6,214,371.42","299,026.63",0.00,0.00
2015,01,1000 100,64051000,"FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",Kenya,"59,040",2UN,"41,750.00","40,100.00","6,211,557.00","298,891.20",0.00,0.00
2015,01,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Germany,,,"77,760.00","76,800.00","6,199,933.92","298,331.92",0.00,0.00
2015,01,3052 505,33059000,"Preparations for use on the hair, nes",Sudan,"354,696",LTR,"120,720.00","104,975.00","6,135,714.58","295,241.78",0.00,0.00
2015,01,1000 100,12074090,--OTHER,Japan,,,"152,349.60","152,000.00","6,059,829.41","291,590.29",0.00,0.00
2015,01,1000 100,19059020,---Fresh Injera,United States,,,"145,998.00","134,122.00","6,058,423.08","291,522.62",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United Kingdom,,,"59,400.00","59,160.00","6,002,154.19","288,815.04",0.00,0.00
2015,01,1071 100,07082000,"Beans, fresh or chilled",Netherlands,,,"361,333.00","301,256.40","5,745,229.19","276,452.18",0.00,0.00
2015,01,3052 505,61102000,"JERSEYS, PULLOVERS, ETC, OF COTTON, KNITTED OR CROCHETED",Germany,"74,466",UN,"26,775.00","24,990.00","5,684,284.72","273,519.62",0.00,0.00
2015,01,1071 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Netherlands,,,"414,828.00","414,000.00","5,680,703.06","273,347.27",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Netherlands,,,"38,896.00","38,400.00","5,636,195.61","271,205.64",0.00,0.00
2015,01,1000 100,61061000,"WOMEN'S OR GIRLS' BLOUSES, ETC, OF COTTON, KNITTED OR CROCHETED",Germany,"54,972",UN,"22,052.00","20,401.00","5,509,123.86","265,091.13",0.00,0.00
2015,01,1000 100,25232900,--other,Somalia,,,"3,471,073.00","3,464,000.00","5,507,427.31","265,009.49",0.00,0.00
2015,01,3052 505,60052200,WARP KNIT FABRICS OF COTTON DYED,Turkey,"44,150",M,"44,896.00","44,150.80","5,470,632.54","263,238.98",0.00,0.00
2015,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Philippines,,,"5,892.00","5,661.00","5,263,311.85","253,263.01",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Spain,,,"330,679.20","330,000.00","5,143,736.54","247,509.22",0.00,0.00
2015,01,3052 505,61091000,"T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED",United States,"161,652",UN,"20,809.00","18,722.00","5,087,199.61","244,788.74",0.00,0.00
2015,01,1000 100,01061300,--CAMELS & OTHER CAMELIDS (CAMELIDAE),Egypt,288,UN,"122,976.50","122,976.50","5,055,546.60","243,265.64",0.00,0.00
2015,01,1000 100,19059020,---Fresh Injera,United Arab Emirates,,,"162,575.00","154,712.00","5,042,034.78","242,615.47",0.00,0.00
2015,01,3052 505,63022100,Printed bed-linen of cotton (excl. knitted or crocheted),Germany,"50,000",UN,"46,770.00","43,618.00","5,020,595.22","241,583.83",0.00,0.00
2015,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Italy,,,"14,510.00","14,110.00","4,976,935.46","239,482.99",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Italy,,,"336,672.00","336,000.00","4,955,789.49","238,465.47",0.00,0.00
2015,01,1000 100,58021900,"Terry towelling and similar woven terry fabrics, of cotton, nes",Turkey,"55,891",M,"42,265.00","40,986.00","4,934,657.99","237,448.66",0.00,0.00
2015,01,3052 505,61099000,"T-SHIRTS, SINGLETS, ETC, OF OTHER TEXTILES, NES, KNITTED OR CROCHETED",Germany,"55,368",UN,"19,832.00","18,458.00","4,901,087.09","235,833.27",0.00,0.00
2015,01,3052 505,64059000,-Other,Kenya,"34,848",2UN,"16,500.00","16,200.00","4,876,392.28","234,644.99",0.00,0.00
2015,01,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),Saudi Arabia,,,"44,339.00","43,637.40","4,812,178.86","231,555.14",0.00,0.00
2015,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,India,,,"9,282.30","8,886.30","4,734,769.60","227,830.31",0.00,0.00
2015,01,1000 100,57019000,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF OTHER TEXTILES, KNOTTED",Turkey,"40,400",M2,"76,800.00","74,000.00","4,727,200.01","227,466.08",0.00,0.00
2015,01,1071 100,44072900,--OTHER TROPICAL WOOD SPEC'D IN SUBHDG.NOTE 2 TO CH44,Sudan,"6,385",M3,"2,234,750.00","2,234,750.00","4,672,412.62","224,829.79",0.00,0.00
2015,01,3052 505,61082900,"WOMEN'S OR GIRLS' BRIEFS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED",Germany,"40,164",UN,"14,950.00","14,074.00","4,670,622.72","224,743.66",0.00,0.00
2015,01,1071 100,06031100,--Roses,United Arab Emirates,,,"66,431.90","58,160.06","4,596,423.82","221,173.31",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Somalia,,,"376,500.00","375,000.00","4,487,329.35","215,923.85",0.00,0.00
2015,01,1000 100,61071100,"MEN'S OR BOYS' UNDERPANTS AND BRIEFS OF COTTON, KNITTED OR CROCHETED",Germany,"33,088",UN,"16,993.00","16,021.00","4,478,278.28","215,488.32",0.00,0.00
2015,01,3052 505,64039900,--Other,United States,"20,301",2UN,"15,509.00","10,489.00","4,406,006.02","212,010.68",0.00,0.00
2015,01,1000 100,07011000,Seed potatoes,Djibouti,,,"997,725.00","977,732.00","4,373,561.97","210,449.52",0.00,0.00
2015,01,1000 100,06031900,--Other cut flowers,Netherlands,,,"55,069.00","48,519.52","4,340,052.45","208,837.09",0.00,0.00
2015,01,1071 100,07020000,Tomatoes fresh or chilled,Somalia,,,"708,731.00","588,335.00","4,336,881.93","208,684.53",0.00,0.00
2015,01,1000 100,09024000,"BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG",Pakistan,,,"132,190.00","130,600.00","4,326,514.98","208,185.69",0.00,0.00
2015,01,1000 100,07031000,"Onions and shallots, fresh or chilled",Djibouti,,,"1,210,280.00","1,195,462.00","4,325,042.73","208,114.85",0.00,0.00
2015,01,1000 100,12101000,"Hop cones (excl. ground, powdered or pellets), fresh or dried",Sudan,,,"142,493.00","141,740.00","4,320,375.32","207,890.26",0.00,0.00
2015,01,1000 100,12011000,-SEED,Kenya,,,"522,897.60","522,600.00","4,314,756.57","207,619.89",0.00,0.00
2015,01,3052 505,52093900,"Dyed woven cotton fabrics, with >=85% cotton, >=200g/m2, nes",Turkey,"31,750",M,"32,195.00","31,750.00","4,296,798.05","206,755.75",0.00,0.00
2015,01,3052 505,62063000,"WOMEN'S OR GIRLS' BLOUSES, SHIRTS, ETC, OF COTTON",Germany,"82,425",UN,"20,370.00","19,168.00","4,253,794.52","204,686.48",0.00,0.00
2015,01,1000 100,07109000,"Mixtures of vegetables, frozen",Viet Nam,,,"7,000.00","5,950.00","4,228,255.93","203,457.60",0.00,0.00
2015,01,1000 100,01022910,---OX,Djibouti,345,UN,"274,800.00","274,800.00","4,210,852.80","202,620.19",0.00,0.00
2015,01,1000 100,14011000,Bamboos,Sudan,,,"1,287,000.00","1,287,000.00","4,137,681.35","199,099.29",0.00,0.00
2015,01,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,"9,023.56","8,731.06","4,065,607.70","195,631.20",0.00,0.00
2015,01,1000 100,09093100,--NEITHER CRUSHED NOR GROUND,Egypt,,,"83,140.60","83,000.00","4,059,899.78","195,356.55",0.00,0.00
2015,01,3052 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Romania,,,"2,007.50","1,959.00","4,043,954.88","194,589.30",0.00,0.00
2015,01,1000 100,54075100,"Unbleached or bleached woven fabrics, >=85% textured polyester",Kenya,"289,004",M,"36,344.00","32,420.00","4,009,471.20","192,930.00",0.00,0.00
2015,01,1000 505,54023300,"Textured yarn of polyesters, nprs",Algeria,,,"108,434.93","106,072.43","3,994,861.14","192,226.98",0.00,0.00
2015,01,1000 100,07129090,---Other vegetables,Israel,,,"6,410.50","5,451.35","3,880,212.58","186,710.26",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",United States,,,"190,350.00","190,000.00","3,863,859.00","185,923.35",0.00,0.00
2015,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Romania,,,"240,480.00","240,000.00","3,829,222.05","184,256.67",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United Arab Emirates,,,"55,980.00","55,200.00","3,791,569.93","182,444.90",0.00,0.00
2015,01,1000 100,12074090,--OTHER,United Arab Emirates,,,"112,184.00","111,960.00","3,786,033.80","182,178.51",0.00,0.00
2015,01,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",United Arab Emirates,,,"156,312.00","156,000.00","3,780,632.85","181,918.62",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Canada,,,"38,896.00","38,400.00","3,714,388.16","178,731.02",0.00,0.00
2015,01,1000 100,07020000,Tomatoes fresh or chilled,Djibouti,,,"996,820.50","827,553.00","3,695,477.42","177,821.07",0.00,0.00
2015,01,1000 100,12074090,--OTHER,United Kingdom,,,"114,228.00","114,000.00","3,691,432.40","177,626.43",0.00,0.00
2015,01,1000 100,61033200,"MEN'S OR BOYS'JACKETS AND BLAZERS OF COTTON, KNITTED OR CROCHETED",Germany,"43,802",UN,"12,375.00","11,532.00","3,586,430.97","172,573.91",0.00,0.00
2015,01,1000 100,30023000,-Vaccines for veterinary medicine,Chad,"7,000,000",LTR,"5,648.00","5,644.00","3,575,519.10","172,048.85",0.00,0.00
2015,01,3052 505,52051100,"Uncombed single cotton yarn, with >=85% cotton, nprs, <=14mn",China,,,"75,357.00","73,209.00","3,506,773.70","168,740.92",0.00,0.00
2015,01,1000 100,15219020,---Bee Wax,Germany,,,"16,200.00","16,000.00","3,418,917.60","164,513.41",0.00,0.00
2015,01,1000 101,52051200,"UNCOMBED SINGLE COTTON YARN, WITH >=85% COTTON, NPRS, >14MN BUT <=43MN",China,,,"74,571.00","72,346.00","3,381,907.72","162,732.54",0.00,0.00
2015,01,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),United Arab Emirates,,,"34,082.80","33,157.05","3,359,986.68","161,677.73",0.00,0.00
2015,01,3052 505,64059000,-Other,United Kingdom,"5,229",2UN,"5,138.09","2,359.36","3,295,073.18","158,554.19",0.00,0.00
2015,01,1000 100,07132000,"Dried chickpeas, shelled",Sudan,,,"245,152.00","244,000.00","3,276,777.50","157,673.83",0.00,0.00
2015,01,1000 100,01041000,LIVE SHEEP,Saudi Arabia,"2,200",UN,"55,000.00","55,000.00","3,262,069.24","156,966.09",0.00,0.00
2015,01,3052 505,64051000,"FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",China,"11,412",2UN,"10,231.50","6,241.89","3,249,822.66","156,376.80",0.00,0.00
2015,01,1000 100,64032000,"SANDLES, WITH LEATHER SOLES AND STRAPS (OVER INSTEP, AROUND BIG TOE)",Canada,"13,800",2UN,"15,821.00","9,607.00","3,221,199.15","154,999.48",0.00,0.00
2015,01,3052 505,63041900,Bedspreads (excl. knitted or crocheted),Norway,"28,968",M2,"35,200.98","29,996.40","3,140,325.12","151,107.94",0.00,0.00
2015,01,3052 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Italy,,,"11,775.00","11,560.00","3,134,022.80","150,804.68",0.00,0.00
2015,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED","Taiwan, Province of China",,,"38,912.00","38,400.00","3,086,191.69","148,503.11",0.00,0.00
2015,01,1000 100,09093100,--NEITHER CRUSHED NOR GROUND,Turkey,,,"60,120.00","60,000.00","3,011,690.75","144,918.23",0.00,0.00
2015,01,1000 100,07133900,"Dried beans, shelled, nes",Indonesia,,,"120,480.00","120,000.00","2,987,304.60","143,744.81",0.00,0.00
2015,01,1000 100,12074010,---STERALIZED,Netherlands,,,"57,239.00","57,000.00","2,982,187.29","143,498.57",0.00,0.00
2015,01,1071 100,25232900,--other,Somalia,,,"1,507,500.00","1,500,000.00","2,957,088.46","142,290.85",0.00,0.00
2015,01,1000 100,62063000,"WOMEN'S OR GIRLS' BLOUSES, SHIRTS, ETC, OF COTTON",Germany,"67,821",UN,"8,796.00","8,103.00","2,925,431.50","140,767.56",0.00,0.00
2015,01,1000 100,09101100,--NEITHER CRUSHED NOR GROUND,Kenya,,,"150,030.00","150,000.00","2,884,332.00","138,789.91",0.00,0.00
